 IDENTIFIER |    starttime     | pa  |  da | NoPA| SuPA|   v  |  dv  | minv | maxv
 C201003.11 | 2010/03/20 01:29 | 256 | 072 | 292 | 220 | 0343 | 0917 | 0270 | 1967
 C201003.12 | 2010/03/20 22:49 | 246 | 052 | 272 | 220 | 1864 | 0134 | 1539 | 1967
 C201003.13 | 2010/03/21 10:09 | 294 | 044 | 316 | 272 | 1864 | 0145 | 1475 | 1967
 C201003.14 | 2010/03/22 10:49 | 252 | 024 | 264 | 240 | 1864 | 0075 | 1770 | 1967
 C201003.15 | 2010/03/23 17:29 | 287 | 038 | 306 | 268 | 1864 | 0126 | 1539 | 1967
 C201003.16 | 2010/03/26 17:29 | 275 | 050 | 300 | 250 | 0347 | 0018 | 0307 | 0368
 C201003.17 | 2010/03/28 02:49 | 262 | 076 | 300 | 224 | 1609 | 0887 | 0189 | 1967
 C201003.18 | 2010/03/28 21:29 | 273 | 086 | 316 | 230 | 1864 | 0081 | 1770 | 1967
 C201003.19 | 2010/03/29 12:09 | 274 | 056 | 302 | 246 | 1817 | 0128 | 1539 | 1967
 C201003.20 | 2010/03/30 11:29 | 253 | 066 | 286 | 220 | 1770 | 0814 | 0498 | 1967
 C201004.01 | 2010/03/31 18:49 | 273 | 038 | 292 | 254 | 1864 | 0074 | 1770 | 1967
 C201004.02 | 2010/04/02 04:49 | 265 | 062 | 296 | 234 | 1817 | 0835 | 0300 | 1967
 C201004.03 | 2010/04/02 11:29 | 241 | 014 | 248 | 234 | 0432 | 0016 | 0397 | 0454
 C201004.04 | 2010/04/03 12:09 | 257 | 074 | 294 | 220 | 0843 | 0076 | 0655 | 0983
 C201004.05 | 2010/04/04 05:29 | 254 | 060 | 284 | 224 | 1864 | 0104 | 1609 | 1967
 C201004.06 | 2010/04/06 12:09 | 266 | 048 | 290 | 242 | 0627 | 0169 | 0361 | 0863
 C201004.07 | 2010/04/07 21:29 | 271 | 046 | 294 | 248 | 1864 | 0081 | 1770 | 1967
 C201004.08 | 2010/04/08 07:29 | 268 | 064 | 300 | 236 | 0553 | 0041 | 0478 | 0643
 C201004.09 | 2010/04/10 13:29 | 248 | 024 | 260 | 236 | 1864 | 0123 | 1539 | 1967
 C201004.10 | 2010/04/13 11:29 | 282 | 084 | 324 | 240 | 0567 | 0111 | 0350 | 0787
 C201004.11 | 2010/04/14 16:49 | 271 | 010 | 276 | 266 | 1915 | 0093 | 1770 | 1967
 C201004.12 | 2010/04/17 00:49 | 267 | 098 | 316 | 218 | 1864 | 0091 | 1686 | 1967
 C201004.13 | 2010/04/17 07:29 | 271 | 098 | 320 | 222 | 1864 | 0120 | 1539 | 1967
 C201004.14 | 2010/04/19 04:49 | 265 | 094 | 312 | 218 | 0454 | 0089 | 0295 | 0590
 C201004.15 | 2010/04/20 01:29 | 279 | 078 | 318 | 240 | 0429 | 0045 | 0384 | 0553
 C201004.16 | 2010/04/20 12:49 | 295 | 046 | 318 | 272 | 1864 | 0125 | 1609 | 1967
 C201004.17 | 2010/04/22 14:49 | 262 | 072 | 298 | 226 | 1864 | 0068 | 1770 | 1967
 C201004.18 | 2010/04/23 20:09 | 278 | 068 | 312 | 244 | 1770 | 0130 | 1539 | 1967
 C201004.19 | 2010/04/24 07:29 | 254 | 024 | 266 | 242 | 1817 | 0062 | 1770 | 1967
 C201004.20 | 2010/04/26 18:49 | 264 | 032 | 280 | 248 | 0337 | 0015 | 0313 | 0368
 C201004.21 | 2010/04/30 00:09 | 284 | 040 | 304 | 264 | 1863 | 0120 | 1539 | 1967
 C201005.01 | 2010/04/30 17:29 | 283 | 030 | 298 | 268 | 1864 | 0080 | 1770 | 1967 (dup. C201004.22)
 C201004.22 | 2010/04/30 18:49 | 282 | 028 | 296 | 268 | 1864 | 0079 | 1770 | 1967 (dup. C201005.01)
 C201005.02 | 2010/05/01 08:49 | 278 | 072 | 314 | 242 | 1864 | 0084 | 1686 | 1967
 C201005.03 | 2010/05/01 21:29 | 271 | 026 | 284 | 258 | 0284 | 0034 | 0239 | 0361
 C201005.04 | 2010/05/02 08:49 | 249 | 042 | 270 | 228 | 1770 | 0133 | 1539 | 1967
 C201005.05 | 2010/05/03 13:29 | 260 | 064 | 292 | 228 | 0787 | 0756 | 0219 | 1967
 C201005.06 | 2010/05/04 18:49 | 264 | 056 | 292 | 236 | 0372 | 0860 | 0239 | 1864
 C201005.07 | 2010/05/06 02:49 | 243 | 050 | 268 | 218 | 0448 | 0040 | 0340 | 0478
 C201005.08 | 2010/05/07 11:29 | 294 | 036 | 312 | 276 | 1864 | 0108 | 1609 | 1967
 C201005.09 | 2010/05/08 08:49 | 294 | 044 | 316 | 272 | 0544 | 0140 | 0357 | 0769
 C201005.10 | 2010/05/09 00:09 | 294 | 044 | 316 | 272 | 0472 | 0766 | 0376 | 1967
 C201005.11 | 2010/05/09 07:29 | 254 | 028 | 268 | 240 | 1817 | 0089 | 1770 | 1967
 C201005.12 | 2010/05/09 18:09 | 298 | 044 | 320 | 276 | 1864 | 0118 | 1609 | 1967
 C201005.13 | 2010/05/10 12:49 | 284 | 032 | 300 | 268 | 1863 | 0080 | 1770 | 1967
 C201005.14 | 2010/05/12 10:09 | 265 | 018 | 274 | 256 | 0295 | 0036 | 0274 | 0389
 C201005.15 | 2010/05/14 05:29 | 274 | 080 | 314 | 234 | 1864 | 0096 | 1686 | 1967
 C201005.16 | 2010/05/20 02:09 | 263 | 018 | 272 | 254 | 0254 | 0048 | 0190 | 0354
 C201005.17 | 2010/05/20 22:09 | 305 | 022 | 316 | 294 | 0270 | 0016 | 0256 | 0313
 C201005.18 | 2010/05/22 01:29 | 272 | 060 | 302 | 242 | 1864 | 0078 | 1770 | 1967
 C201005.19 | 2010/05/22 10:49 | 297 | 042 | 318 | 276 | 1864 | 0147 | 1539 | 1967
 C201005.20 | 2010/05/22 21:29 | 271 | 050 | 296 | 246 | 1817 | 0105 | 1686 | 1967
 C201005.22 | 2010/05/23 23:29 | 269 | 074 | 306 | 232 | 0472 | 0070 | 0411 | 0638
 C201005.21 | 2010/05/23 23:29 | 273 | 070 | 308 | 238 | 0393 | 0011 | 0370 | 0416
 C201005.23 | 2010/05/27 16:49 | 256 | 064 | 288 | 224 | 0324 | 0060 | 0266 | 0472
 C201005.24 | 2010/05/28 06:49 | 296 | 044 | 318 | 274 | 1864 | 0112 | 1609 | 1967
 C201005.25 | 2010/05/28 10:49 | 258 | 024 | 270 | 246 | 1609 | 0181 | 1362 | 1967
 C201006.01 | 2010/05/31 23:29 | 254 | 056 | 282 | 226 | 0562 | 0109 | 0270 | 0668
 C201006.02 | 2010/06/01 17:29 | 247 | 050 | 272 | 222 | 1864 | 0073 | 1770 | 1967
 C201006.03 | 2010/06/01 23:29 | 286 | 056 | 314 | 258 | 1648 | 0689 | 0262 | 1967
 C201006.04 | 2010/06/02 08:09 | 247 | 050 | 272 | 222 | 1864 | 0103 | 1539 | 1967
 C201006.05 | 2010/06/06 23:29 | 256 | 016 | 264 | 248 | 1863 | 0063 | 1770 | 1967
 C201006.06 | 2010/06/08 15:29 | 253 | 038 | 272 | 234 | 1967 | 0088 | 1770 | 1967
 C201006.07 | 2010/06/09 12:09 | 283 | 026 | 296 | 270 | 0860 | 0415 | 0247 | 1475
 C201006.08 | 2010/06/11 04:09 | 258 | 060 | 288 | 228 | 1864 | 0145 | 1539 | 1967
 C201006.09 | 2010/06/12 18:09 | 285 | 026 | 298 | 272 | 0260 | 0034 | 0191 | 0310
 C201006.11 | 2010/06/13 19:29 | 252 | 012 | 258 | 246 | 0270 | 0046 | 0202 | 0302
 C201006.10 | 2010/06/13 19:29 | 298 | 044 | 320 | 276 | 0310 | 0020 | 0274 | 0340
 C201006.12 | 2010/06/16 23:29 | 279 | 046 | 302 | 256 | 0378 | 0046 | 0295 | 0466
 C201006.13 | 2010/06/17 14:09 | 291 | 082 | 332 | 250 | 0300 | 0016 | 0270 | 0343
 C201006.14 | 2010/06/19 10:09 | 262 | 056 | 290 | 234 | 1967 | 0076 | 1770 | 1967
 C201006.15 | 2010/06/19 21:29 | 267 | 078 | 306 | 228 | 1863 | 0119 | 1539 | 1967
 C201006.16 | 2010/06/20 05:29 | 293 | 026 | 306 | 280 | 1915 | 0052 | 1863 | 1967
 C201006.17 | 2010/06/20 23:29 | 284 | 064 | 316 | 252 | 0302 | 0036 | 0258 | 0416
 C201006.18 | 2010/06/21 23:29 | 275 | 066 | 308 | 242 | 1916 | 0068 | 1770 | 1967
 C201006.19 | 2010/06/22 08:49 | 266 | 080 | 306 | 226 | 1864 | 0077 | 1770 | 1967
 C201006.20 | 2010/06/22 16:09 | 252 | 012 | 258 | 246 | 0334 | 0011 | 0313 | 0350
 C201006.21 | 2010/06/23 02:49 | 265 | 062 | 296 | 234 | 1863 | 0075 | 1770 | 1967
 C201006.22 | 2010/06/26 19:29 | 270 | 084 | 312 | 228 | 1967 | 0072 | 1770 | 1967
 C201006.23 | 2010/06/27 07:29 | 250 | 052 | 276 | 224 | 1916 | 0065 | 1770 | 1967
 C201006.24 | 2010/06/27 17:29 | 301 | 034 | 318 | 284 | 1864 | 0145 | 1539 | 1967
 C201007.01 | 2010/07/01 07:29 | 247 | 034 | 264 | 230 | 0278 | 0034 | 0234 | 0354
 C201007.02 | 2010/07/03 15:29 | 270 | 100 | 320 | 220 | 0372 | 0062 | 0210 | 0505
 C201007.03 | 2010/07/03 23:29 | 245 | 014 | 252 | 238 | 0241 | 0021 | 0208 | 0264
 C201007.04 | 2010/07/05 08:09 | 291 | 026 | 304 | 278 | 1770 | 0204 | 1264 | 1967
 C201007.05 | 2010/07/06 10:09 | 274 | 056 | 302 | 246 | 0340 | 0064 | 0234 | 0513
 C201007.06 | 2010/07/07 02:09 | 253 | 026 | 266 | 240 | 0324 | 0968 | 0237 | 1967
 C201007.07 | 2010/07/07 17:29 | 275 | 074 | 312 | 238 | 1967 | 0068 | 1864 | 1967
 C201007.08 | 2010/07/07 22:49 | 296 | 036 | 314 | 278 | 1864 | 0082 | 1770 | 1967
 C201007.09 | 2010/07/09 11:29 | 268 | 044 | 290 | 246 | 0787 | 0864 | 0177 | 1967
 C201007.10 | 2010/07/09 11:29 | 322 | 024 | 334 | 310 | 1770 | 0119 | 1686 | 1967
 C201007.11 | 2010/07/09 19:29 | 251 | 042 | 272 | 230 | 1864 | 0150 | 1539 | 1967
 C201007.12 | 2010/07/10 20:49 | 296 | 028 | 310 | 282 | 1967 | 0131 | 1686 | 1967
 C201007.13 | 2010/07/11 08:09 | 266 | 068 | 300 | 232 | 0562 | 0606 | 0337 | 1967
 C201007.14 | 2010/07/12 10:49 | 269 | 010 | 274 | 264 | 0305 | 0011 | 0285 | 0319
 C201007.15 | 2010/07/13 04:49 | 267 | 010 | 272 | 262 | 0270 | 0070 | 0233 | 0393
 C201007.16 | 2010/07/14 01:29 | 272 | 064 | 304 | 240 | 1916 | 0051 | 1864 | 1967
 C201007.17 | 2010/07/15 18:49 | 256 | 032 | 272 | 240 | 1967 | 0081 | 1770 | 1967
 C201007.18 | 2010/07/16 08:49 | 265 | 074 | 302 | 228 | 1967 | 0082 | 1770 | 1967
 C201007.19 | 2010/07/16 23:29 | 274 | 080 | 314 | 234 | 1770 | 0862 | 0270 | 1967
 C201007.20 | 2010/07/20 00:49 | 286 | 016 | 294 | 278 | 0293 | 0020 | 0262 | 0324
 C201007.21 | 2010/07/21 21:29 | 277 | 094 | 324 | 230 | 1916 | 0064 | 1770 | 1967
 C201007.22 | 2010/07/22 10:09 | 280 | 060 | 310 | 250 | 1389 | 0080 | 1311 | 1539
 C201007.23 | 2010/07/25 06:09 | 280 | 060 | 310 | 250 | 1864 | 0125 | 1539 | 1967
 C201007.24 | 2010/07/25 17:29 | 297 | 038 | 316 | 278 | 1770 | 0130 | 1475 | 1967
 C201007.25 | 2010/07/28 18:49 | 267 | 054 | 294 | 240 | 0290 | 0039 | 0256 | 0384
 C201007.26 | 2010/07/30 07:29 | 255 | 042 | 276 | 234 | 1967 | 0079 | 1770 | 1967
 C201007.27 | 2010/07/30 14:09 | 303 | 038 | 322 | 284 | 1232 | 0701 | 0498 | 1967
 C201007.28 | 2010/07/30 17:29 | 265 | 034 | 282 | 248 | 0409 | 0023 | 0350 | 0421
 C201008.01 | 2010/08/02 13:29 | 287 | 086 | 330 | 244 | 1863 | 0176 | 1311 | 1967
 C201008.02 | 2010/08/04 12:09 | 253 | 054 | 280 | 226 | 1864 | 0078 | 1770 | 1967
 C201008.03 | 2010/08/06 04:49 | 297 | 010 | 302 | 292 | 0408 | 0102 | 0350 | 0580
 C201008.04 | 2010/08/06 11:29 | 286 | 080 | 326 | 246 | 1967 | 0077 | 1770 | 1967
 C201008.05 | 2010/08/07 17:29 | 267 | 078 | 306 | 228 | 0649 | 0106 | 0376 | 0843
 C201008.06 | 2010/08/07 20:49 | 291 | 010 | 296 | 286 | 0334 | 0058 | 0290 | 0448
 C201008.07 | 2010/08/08 22:49 | 274 | 068 | 308 | 240 | 1864 | 0187 | 1311 | 1967
 C201008.08 | 2010/08/09 10:49 | 268 | 020 | 278 | 258 | 0357 | 0057 | 0300 | 0472
 C201008.09 | 2010/08/10 12:09 | 274 | 056 | 302 | 246 | 1863 | 0870 | 0310 | 1967
 C201008.10 | 2010/08/11 00:09 | 287 | 018 | 296 | 278 | 0389 | 0028 | 0324 | 0402
 C201008.11 | 2010/08/14 12:09 | 274 | 088 | 318 | 230 | 0562 | 0181 | 0305 | 0885
 C201008.12 | 2010/08/15 15:29 | 296 | 052 | 322 | 270 | 0407 | 0089 | 0278 | 0580
 C201008.13 | 2010/08/16 13:29 | 278 | 012 | 284 | 272 | 0231 | 0012 | 0225 | 0252
 C201008.14 | 2010/08/18 06:49 | 283 | 086 | 326 | 240 | 0405 | 0063 | 0310 | 0571
 C201008.15 | 2010/08/21 00:49 | 262 | 024 | 274 | 250 | 0368 | 0807 | 0260 | 1967
 C201008.16 | 2010/08/21 15:29 | 295 | 034 | 312 | 278 | 1967 | 0065 | 1864 | 1967
 C201008.17 | 2010/08/21 22:49 | 252 | 044 | 274 | 230 | 1864 | 0141 | 1539 | 1967
 C201008.18 | 2010/08/22 18:49 | 264 | 016 | 272 | 256 | 1864 | 0108 | 1686 | 1967
 C201008.19 | 2010/08/23 06:09 | 302 | 048 | 326 | 278 | 1864 | 0133 | 1539 | 1967
 C201008.20 | 2010/08/23 15:29 | 292 | 044 | 314 | 270 | 1967 | 0067 | 1863 | 1967
 C201008.21 | 2010/08/26 02:49 | 258 | 028 | 272 | 244 | 0334 | 0034 | 0278 | 0407
 C201008.22 | 2010/08/27 16:09 | 275 | 026 | 288 | 262 | 1640 | 0331 | 1142 | 1967
 C201009.01 | 2010/08/31 09:29 | 263 | 014 | 270 | 256 | 0281 | 0017 | 0268 | 0319 (dup. C201008.23)
 C201008.23 | 2010/08/31 11:29 | 264 | 012 | 270 | 258 | 0251 | 0002 | 0247 | 0254 (dup. C201009.01)
 C201009.02 | 2010/08/31 22:49 | 295 | 014 | 302 | 288 | 0269 | 0039 | 0240 | 0347
 C201009.03 | 2010/09/03 06:49 | 282 | 024 | 294 | 270 | 1702 | 0227 | 1416 | 1967
 C201009.04 | 2010/09/04 20:49 | 281 | 098 | 330 | 232 | 0472 | 0075 | 0372 | 0632
 C201009.05 | 2010/09/07 14:49 | 263 | 026 | 276 | 250 | 0343 | 0022 | 0290 | 0372
 C201009.06 | 2010/09/09 04:09 | 285 | 066 | 318 | 252 | 0334 | 0054 | 0215 | 0426
 C201009.07 | 2010/09/11 08:09 | 291 | 082 | 332 | 250 | 0440 | 0093 | 0281 | 0643
 C201009.08 | 2010/09/12 12:49 | 295 | 038 | 314 | 276 | 1967 | 0067 | 1864 | 1967
 C201009.09 | 2010/09/14 02:09 | 285 | 026 | 298 | 272 | 0395 | 0074 | 0208 | 0442
 C201009.10 | 2010/09/14 20:09 | 294 | 068 | 328 | 260 | 0354 | 0050 | 0254 | 0454
 C201009.11 | 2010/09/15 23:29 | 290 | 044 | 312 | 268 | 0305 | 0014 | 0270 | 0313
 C201009.12 | 2010/09/16 14:49 | 303 | 042 | 324 | 282 | 1864 | 0172 | 1539 | 1967
 C201009.13 | 2010/09/17 23:29 | 272 | 068 | 306 | 238 | 0393 | 0969 | 0295 | 1967
 C201009.14 | 2010/09/19 20:10 | 261 | 014 | 268 | 254 | 0327 | 0041 | 0302 | 0402
 C201009.15 | 2010/09/21 01:30 | 259 | 026 | 272 | 246 | 0387 | 0131 | 0242 | 0655
 C201009.16 | 2010/09/21 14:10 | 303 | 054 | 330 | 276 | 1967 | 0101 | 1770 | 1967
 C201009.17 | 2010/09/22 11:30 | 293 | 018 | 302 | 284 | 0600 | 0117 | 0389 | 0787
 C201009.18 | 2010/09/22 21:30 | 294 | 060 | 324 | 264 | 1864 | 0849 | 0466 | 1967
 C201009.19 | 2010/09/27 07:30 | 270 | 036 | 288 | 252 | 0405 | 0918 | 0290 | 1967
 C201009.20 | 2010/09/28 00:50 | 260 | 036 | 278 | 242 | 1864 | 0191 | 1539 | 1967
 C201009.21 | 2010/09/28 18:10 | 259 | 058 | 288 | 230 | 1916 | 0171 | 1539 | 1967
 C201010.01 | 2010/09/30 10:10 | 297 | 022 | 308 | 286 | 1134 | 0653 | 0354 | 1967 (dup. C201009.22)
 C201009.22 | 2010/09/30 10:50 | 292 | 016 | 300 | 284 | 1362 | 0323 | 1311 | 1967 (dup. C201010.01)
 C201009.23 | 2010/09/30 19:30 | 296 | 028 | 310 | 282 | 0440 | 0080 | 0372 | 0668 (dup. C201010.02)
 C201010.02 | 2010/09/30 19:30 | 296 | 036 | 314 | 278 | 0426 | 0092 | 0278 | 0571 (dup. C201009.23)
 C201010.03 | 2010/10/06 13:30 | 280 | 076 | 318 | 242 | 0414 | 0034 | 0337 | 0466
 C201010.04 | 2010/10/07 12:10 | 285 | 090 | 330 | 240 | 0469 | 0078 | 0254 | 0571
 C201010.05 | 2010/10/08 06:50 | 257 | 010 | 262 | 252 | 1106 | 0020 | 1106 | 1142
 C201010.06 | 2010/10/08 20:50 | 298 | 040 | 318 | 278 | 1864 | 0133 | 1539 | 1967
 C201010.07 | 2010/10/11 05:30 | 277 | 082 | 318 | 236 | 0426 | 0033 | 0380 | 0491
 C201010.08 | 2010/10/13 17:30 | 291 | 014 | 298 | 284 | 1864 | 0956 | 0276 | 1967
 C201010.09 | 2010/10/15 00:10 | 270 | 092 | 316 | 224 | 1686 | 0816 | 0272 | 1967
 C201010.10 | 2010/10/16 02:10 | 295 | 054 | 322 | 268 | 1967 | 0084 | 1770 | 1967
 C201010.11 | 2010/10/18 00:10 | 262 | 080 | 302 | 222 | 0520 | 0933 | 0357 | 1967
 C201010.12 | 2010/10/21 16:10 | 243 | 014 | 250 | 236 | 1686 | 0153 | 1475 | 1967
 C201010.13 | 2010/10/22 02:10 | 298 | 060 | 328 | 268 | 1539 | 0740 | 0397 | 1967
 C201010.14 | 2010/10/22 20:50 | 294 | 056 | 322 | 266 | 1864 | 0146 | 1475 | 1967
 C201010.15 | 2010/10/22 23:30 | 244 | 016 | 252 | 236 | 1728 | 0151 | 1539 | 1967
 C201010.16 | 2010/10/26 16:10 | 258 | 076 | 296 | 220 | 0411 | 0010 | 0389 | 0437
 C201010.17 | 2010/10/27 01:30 | 264 | 020 | 274 | 254 | 1967 | 0292 | 1180 | 1967
 C201010.18 | 2010/10/28 01:30 | 254 | 044 | 276 | 232 | 1864 | 0156 | 1539 | 1967
 C201010.19 | 2010/10/28 12:10 | 257 | 014 | 264 | 250 | 1475 | 0049 | 1416 | 1539
 C201010.20 | 2010/10/30 06:50 | 273 | 018 | 282 | 264 | 0348 | 0079 | 0209 | 0407
 C201011.01 | 2010/11/03 09:29 | 272 | 036 | 290 | 254 | 0544 | 0073 | 0431 | 0668
 C201011.02 | 2010/11/04 06:09 | 268 | 068 | 302 | 234 | 0376 | 0021 | 0316 | 0402
 C201011.03 | 2010/11/07 08:09 | 255 | 046 | 278 | 232 | 1728 | 0172 | 1539 | 1967
 C201011.04 | 2010/11/07 20:49 | 260 | 052 | 286 | 234 | 1609 | 0072 | 1609 | 1770
 C201011.05 | 2010/11/09 00:49 | 260 | 020 | 270 | 250 | 1869 | 0120 | 1686 | 1967
 C201011.06 | 2010/11/09 04:49 | 316 | 020 | 326 | 306 | 0454 | 0032 | 0397 | 0528
 C201011.07 | 2010/11/11 19:29 | 248 | 040 | 268 | 228 | 0520 | 0145 | 0431 | 0804
 C201011.08 | 2010/11/12 08:09 | 250 | 032 | 266 | 234 | 0544 | 0065 | 0407 | 0643
 C201011.09 | 2010/11/13 14:09 | 273 | 058 | 302 | 244 | 0553 | 0075 | 0343 | 0610
 C201011.10 | 2010/11/13 20:49 | 262 | 016 | 270 | 254 | 0437 | 0087 | 0393 | 0610
 C201011.11 | 2010/11/14 04:49 | 260 | 020 | 270 | 250 | 0437 | 0041 | 0368 | 0505
 C201011.12 | 2010/11/14 16:09 | 264 | 052 | 290 | 238 | 0843 | 0588 | 0231 | 1967
 C201011.13 | 2010/11/16 19:29 | 245 | 050 | 270 | 220 | 0495 | 0053 | 0397 | 0621
 C201011.14 | 2010/11/17 20:49 | 251 | 014 | 258 | 244 | 0562 | 0044 | 0485 | 0621
 C201011.15 | 2010/11/19 00:09 | 304 | 016 | 312 | 296 | 1609 | 0100 | 1475 | 1770
 C201011.16 | 2010/11/19 09:29 | 250 | 044 | 272 | 228 | 0472 | 0090 | 0343 | 0643
 C201011.17 | 2010/11/20 12:49 | 257 | 022 | 268 | 246 | 0387 | 0048 | 0321 | 0478
 C201011.18 | 2010/11/22 07:29 | 271 | 010 | 276 | 266 | 0258 | 0052 | 0225 | 0365
 C201011.19 | 2010/11/22 14:49 | 274 | 052 | 300 | 248 | 0340 | 0027 | 0285 | 0380
 C201011.20 | 2010/11/24 10:49 | 264 | 072 | 300 | 228 | 0553 | 0099 | 0324 | 0668
 C201011.21 | 2010/11/25 18:49 | 280 | 012 | 286 | 274 | 0210 | 0001 | 0208 | 0213
 C201011.22 | 2010/11/26 04:09 | 254 | 036 | 272 | 236 | 1864 | 0164 | 1539 | 1967
 C201011.23 | 2010/11/27 08:09 | 275 | 086 | 318 | 232 | 1967 | 0188 | 1539 | 1967
 C201011.24 | 2010/11/27 22:09 | 246 | 040 | 266 | 226 | 1967 | 0088 | 1770 | 1967
 C201011.25 | 2010/11/29 02:09 | 253 | 038 | 272 | 234 | 1916 | 0170 | 1539 | 1967
 C201012.01 | 2010/12/01 00:49 | 274 | 048 | 298 | 250 | 0448 | 0047 | 0357 | 0528
 C201012.02 | 2010/12/02 01:29 | 246 | 044 | 268 | 224 | 1864 | 0153 | 1539 | 1967
 C201012.03 | 2010/12/03 04:49 | 247 | 042 | 268 | 226 | 1864 | 0147 | 1539 | 1967
 C201012.04 | 2010/12/05 00:09 | 273 | 086 | 316 | 230 | 1864 | 0152 | 1539 | 1967
 C201012.05 | 2010/12/07 02:09 | 243 | 046 | 266 | 220 | 0528 | 0056 | 0411 | 0580
 C201012.06 | 2010/12/07 21:29 | 272 | 064 | 304 | 240 | 0327 | 0061 | 0221 | 0448
 C201012.07 | 2010/12/08 08:09 | 252 | 020 | 262 | 242 | 0498 | 0839 | 0466 | 1967
 C201012.08 | 2010/12/08 22:09 | 288 | 028 | 302 | 274 | 0429 | 0048 | 0350 | 0520
 C201012.09 | 2010/12/09 02:09 | 271 | 014 | 278 | 264 | 0313 | 0046 | 0237 | 0393
 C201012.10 | 2010/12/10 00:09 | 249 | 042 | 270 | 228 | 1864 | 0152 | 1539 | 1967
 C201012.11 | 2010/12/11 06:49 | 289 | 058 | 318 | 260 | 1967 | 0082 | 1770 | 1967
 C201012.12 | 2010/12/12 09:29 | 281 | 102 | 332 | 230 | 0498 | 0074 | 0321 | 0632
 C201012.13 | 2010/12/13 00:49 | 237 | 014 | 244 | 230 | 0316 | 0042 | 0249 | 0376
 C201012.14 | 2010/12/14 19:29 | 285 | 090 | 330 | 240 | 1075 | 0651 | 0384 | 1967
 C201012.15 | 2010/12/15 12:09 | 276 | 040 | 296 | 256 | 1362 | 0057 | 1311 | 1475
 C201012.16 | 2010/12/16 03:29 | 276 | 068 | 310 | 242 | 1142 | 0700 | 0252 | 1967
 C201012.17 | 2010/12/17 00:09 | 292 | 024 | 304 | 280 | 1686 | 0207 | 1539 | 1967
 C201012.18 | 2010/12/17 15:29 | 281 | 042 | 302 | 260 | 1475 | 0304 | 1180 | 1967
 C201012.19 | 2010/12/18 00:09 | 259 | 078 | 298 | 220 | 1864 | 0172 | 1539 | 1967
 C201012.20 | 2010/12/18 16:09 | 250 | 024 | 262 | 238 | 1770 | 0175 | 1539 | 1967
 C201012.21 | 2010/12/19 05:29 | 292 | 028 | 306 | 278 | 1539 | 0076 | 1475 | 1686
 C201012.22 | 2010/12/19 11:29 | 260 | 016 | 268 | 252 | 0295 | 0033 | 0274 | 0361
 C201012.23 | 2010/12/19 22:09 | 257 | 014 | 264 | 250 | 0260 | 0014 | 0228 | 0274
 C201012.24 | 2010/12/21 10:49 | 284 | 060 | 314 | 254 | 0372 | 0043 | 0274 | 0472
 C201012.25 | 2010/12/21 21:29 | 244 | 012 | 250 | 238 | 1686 | 0106 | 1539 | 1770
 C201012.26 | 2010/12/22 14:49 | 292 | 012 | 298 | 286 | 1539 | 0859 | 0295 | 1967
 C201012.27 | 2010/12/23 13:29 | 269 | 074 | 306 | 232 | 0416 | 0038 | 0330 | 0498
 C201012.28 | 2010/12/25 11:29 | 246 | 024 | 258 | 234 | 1864 | 0198 | 1539 | 1967
 C201012.29 | 2010/12/26 14:09 | 278 | 040 | 298 | 258 | 1916 | 0165 | 1539 | 1967
 C201101.01 | 2011/01/02 00:49 | 249 | 030 | 264 | 234 | 1916 | 0156 | 1539 | 1967
 C201101.02 | 2011/01/08 19:29 | 256 | 068 | 290 | 222 | 0421 | 0094 | 0321 | 0632
 C201101.03 | 2011/01/10 08:49 | 307 | 034 | 324 | 290 | 0354 | 0088 | 0256 | 0528
 C201101.04 | 2011/01/19 12:49 | 245 | 042 | 266 | 224 | 1864 | 0075 | 1770 | 1967
 C201101.05 | 2011/01/19 22:09 | 262 | 076 | 300 | 224 | 0361 | 1013 | 0213 | 1967
 C201101.06 | 2011/01/22 00:09 | 284 | 048 | 308 | 260 | 0319 | 0060 | 0215 | 0454
 C201101.07 | 2011/01/22 12:49 | 258 | 032 | 274 | 242 | 0313 | 0963 | 0215 | 1967
 C201101.08 | 2011/01/23 10:09 | 283 | 042 | 304 | 262 | 0272 | 0016 | 0247 | 0310
 C201101.09 | 2011/01/24 10:09 | 266 | 052 | 292 | 240 | 0354 | 0029 | 0307 | 0411
 C201101.10 | 2011/01/25 12:49 | 269 | 098 | 318 | 220 | 0544 | 0858 | 0278 | 1967
 C201101.11 | 2011/01/27 06:09 | 276 | 064 | 308 | 244 | 1770 | 0456 | 0372 | 1967
 C201101.12 | 2011/01/29 08:49 | 248 | 056 | 276 | 220 | 1864 | 0209 | 1311 | 1967
 C201101.13 | 2011/01/29 16:09 | 282 | 032 | 298 | 266 | 1967 | 0084 | 1770 | 1967
 C201101.14 | 2011/01/30 21:29 | 263 | 070 | 298 | 228 | 0363 | 0815 | 0272 | 1967
 C201102.01 | 2011/01/31 01:29 | 262 | 068 | 296 | 228 | 1106 | 0528 | 0643 | 1967
 C201102.02 | 2011/02/03 16:09 | 261 | 010 | 266 | 256 | 0268 | 0019 | 0247 | 0297
 C201102.03 | 2011/02/04 14:49 | 272 | 012 | 278 | 266 | 0209 | 0013 | 0188 | 0225
 C201102.04 | 2011/02/09 22:09 | 266 | 092 | 312 | 220 | 1916 | 0067 | 1770 | 1967
