 IDENTIFIER |    starttime     | pa  |  da | NoPA| SuPA|   v  |  dv  | minv | maxv
 C201308.16 | 2013/08/21 08:49 | 059 | 010 | 054 | 064 | 0294 | 0006 | 0283 | 0302
 C201308.17 | 2013/08/22 16:49 | 124 | 012 | 118 | 130 | 0553 | 0029 | 0520 | 0600
 C201308.18 | 2013/08/23 04:09 | 114 | 036 | 096 | 132 | 0681 | 0016 | 0643 | 0694
 C201308.19 | 2013/08/23 23:29 | 081 | 042 | 060 | 102 | 0221 | 0039 | 0184 | 0334
 C201308.20 | 2013/08/24 09:29 | 067 | 026 | 054 | 080 | 0291 | 0024 | 0245 | 0347
 C201308.21 | 2013/08/25 20:09 | 055 | 010 | 050 | 060 | 0270 | 0032 | 0247 | 0321
 C201308.22 | 2013/08/25 20:49 | 081 | 014 | 074 | 088 | 0337 | 0056 | 0204 | 0393
 C201308.23 | 2013/08/27 20:09 | 074 | 060 | 044 | 104 | 0553 | 0079 | 0361 | 0681
 C201308.24 | 2013/08/28 11:29 | 081 | 030 | 066 | 096 | 0270 | 0065 | 0245 | 0393
 C201308.25 | 2013/08/28 17:29 | 085 | 034 | 068 | 102 | 0424 | 0031 | 0357 | 0454
 C201308.26 | 2013/08/29 02:49 | 032 | 020 | 022 | 042 | 0347 | 0009 | 0337 | 0368
 C201308.27 | 2013/08/29 11:29 | 086 | 100 | 036 | 136 | 0466 | 0118 | 0281 | 0632
 C201308.28 | 2013/08/30 05:29 | 121 | 022 | 110 | 132 | 0475 | 0108 | 0281 | 0544
 C201308.29 | 2013/08/30 06:09 | 071 | 046 | 048 | 094 | 0451 | 0089 | 0266 | 0621
 C201308.30 | 2013/08/31 02:09 | 073 | 034 | 056 | 090 | 0332 | 0039 | 0258 | 0354 (dup. C201309.01)
 C201309.01 | 2013/08/31 02:09 | 076 | 024 | 064 | 088 | 0843 | 0233 | 0544 | 1311 (dup. C201308.30)
 C201309.02 | 2013/09/02 02:49 | 045 | 026 | 032 | 058 | 0411 | 0012 | 0393 | 0431
 C201309.03 | 2013/09/02 19:29 | 069 | 054 | 042 | 096 | 0544 | 0071 | 0478 | 0694
 C201309.04 | 2013/09/03 06:09 | 056 | 016 | 048 | 064 | 0372 | 0056 | 0292 | 0466
 C201309.05 | 2013/09/03 09:29 | 098 | 024 | 086 | 110 | 0407 | 0007 | 0402 | 0421
 C201309.06 | 2013/09/06 01:29 | 061 | 026 | 048 | 074 | 0336 | 0021 | 0321 | 0380
 C201309.07 | 2013/09/06 09:29 | 091 | 042 | 070 | 112 | 0270 | 0015 | 0242 | 0295
 C201309.08 | 2013/09/06 16:49 | 067 | 026 | 054 | 080 | 0253 | 0016 | 0210 | 0268
 C201309.09 | 2013/09/10 19:29 | 095 | 014 | 088 | 102 | 0344 | 0042 | 0283 | 0402
 C201309.10 | 2013/09/12 06:09 | 113 | 058 | 084 | 142 | 0337 | 0058 | 0225 | 0442
 C201309.11 | 2013/09/17 23:29 | 078 | 076 | 040 | 116 | 0459 | 0029 | 0372 | 0498
 C201309.12 | 2013/09/18 17:29 | 068 | 012 | 062 | 074 | 0478 | 0070 | 0384 | 0580
 C201309.13 | 2013/09/22 09:29 | 108 | 068 | 074 | 142 | 0431 | 0029 | 0372 | 0491
 C201309.14 | 2013/09/23 16:09 | 100 | 040 | 080 | 120 | 0297 | 0037 | 0240 | 0347
 C201309.15 | 2013/09/25 03:29 | 065 | 070 | 030 | 100 | 0365 | 0049 | 0262 | 0402
 C201309.16 | 2013/09/26 14:09 | 087 | 014 | 080 | 094 | 0239 | 0024 | 0208 | 0270
 C201309.17 | 2013/09/27 04:49 | 088 | 012 | 082 | 094 | 0217 | 0002 | 0213 | 0218
 C201309.18 | 2013/09/27 20:49 | 099 | 070 | 064 | 134 | 0229 | 0029 | 0176 | 0287
 C201309.19 | 2013/09/28 10:09 | 113 | 014 | 106 | 120 | 0239 | 0014 | 0209 | 0251
 C201309.20 | 2013/09/29 22:09 | 084 | 116 | 026 | 142 | 0769 | 0132 | 0562 | 1041
 C201310.01 | 2013/09/30 01:29 | 083 | 110 | 028 | 138 | 1475 | 0261 | 1142 | 1967
 C201310.02 | 2013/10/03 00:49 | 076 | 104 | 024 | 128 | 0571 | 0067 | 0416 | 0694
 C201310.03 | 2013/10/03 08:09 | 053 | 038 | 034 | 072 | 0426 | 0048 | 0380 | 0528
 C201310.04 | 2013/10/03 19:29 | 059 | 022 | 048 | 070 | 0442 | 0066 | 0278 | 0485
 C201310.05 | 2013/10/05 16:09 | 120 | 036 | 102 | 138 | 0300 | 0043 | 0264 | 0393
 C201310.06 | 2013/10/06 18:09 | 092 | 040 | 072 | 112 | 0380 | 0094 | 0212 | 0498
 C201310.07 | 2013/10/09 06:09 | 097 | 026 | 084 | 110 | 0253 | 0025 | 0202 | 0300
 C201310.08 | 2013/10/11 00:09 | 085 | 014 | 078 | 092 | 0424 | 0064 | 0330 | 0520
 C201310.09 | 2013/10/12 20:09 | 096 | 044 | 074 | 118 | 0308 | 0046 | 0256 | 0417
 C201310.10 | 2013/10/13 21:29 | 114 | 056 | 086 | 142 | 0371 | 0030 | 0296 | 0396
 C201310.11 | 2013/10/16 09:05 | 104 | 016 | 096 | 112 | 0254 | 0019 | 0213 | 0275
 C201310.12 | 2013/10/17 00:05 | 080 | 016 | 072 | 088 | 0233 | 0026 | 0213 | 0296
 C201310.13 | 2013/10/18 12:49 | 094 | 012 | 088 | 100 | 0228 | 0113 | 0214 | 0491
 C201310.14 | 2013/10/18 16:09 | 117 | 010 | 112 | 122 | 0443 | 0011 | 0421 | 0454
 C201310.15 | 2013/10/20 10:09 | 059 | 050 | 034 | 084 | 0354 | 0025 | 0307 | 0407
 C201310.16 | 2013/10/20 11:29 | 042 | 012 | 036 | 048 | 0316 | 0057 | 0297 | 0421
 C201310.17 | 2013/10/20 18:09 | 096 | 012 | 090 | 102 | 0256 | 0084 | 0188 | 0384
 C201310.18 | 2013/10/21 08:49 | 113 | 022 | 102 | 124 | 0492 | 0060 | 0361 | 0571
 C201310.19 | 2013/10/21 08:49 | 136 | 012 | 130 | 142 | 0668 | 0080 | 0536 | 0753
 C201310.20 | 2013/10/22 11:29 | 095 | 022 | 084 | 106 | 0211 | 0037 | 0157 | 0268
 C201310.21 | 2013/10/23 04:49 | 094 | 012 | 088 | 100 | 0277 | 0011 | 0264 | 0297
 C201310.22 | 2013/10/24 22:49 | 081 | 078 | 042 | 120 | 0343 | 0056 | 0290 | 0505
 C201310.23 | 2013/10/26 12:09 | 092 | 100 | 042 | 142 | 0427 | 0088 | 0305 | 0643
 C201310.24 | 2013/10/28 05:29 | 084 | 104 | 032 | 136 | 0572 | 0191 | 0292 | 0910
 C201310.25 | 2013/10/29 10:05 | 067 | 054 | 040 | 094 | 0420 | 0059 | 0321 | 0590
 C201310.26 | 2013/10/30 00:05 | 091 | 082 | 050 | 132 | 0648 | 0063 | 0527 | 0760
 C201311.01 | 2013/11/02 08:09 | 085 | 114 | 028 | 142 | 0643 | 0169 | 0380 | 1041
 C201311.02 | 2013/11/02 22:09 | 088 | 060 | 058 | 118 | 0431 | 0079 | 0288 | 0528
 C201311.03 | 2013/11/04 08:49 | 118 | 048 | 094 | 142 | 0466 | 0031 | 0402 | 0545
 C201311.04 | 2013/11/05 16:05 | 082 | 028 | 068 | 096 | 0437 | 0074 | 0400 | 0575
 C201311.05 | 2013/11/07 02:05 | 092 | 100 | 042 | 142 | 0620 | 0165 | 0444 | 1026
 C201311.06 | 2013/11/08 11:29 | 081 | 046 | 058 | 104 | 0342 | 0049 | 0258 | 0437
 C201311.07 | 2013/11/08 12:49 | 120 | 032 | 104 | 136 | 0389 | 0021 | 0368 | 0437
 C201311.08 | 2013/11/12 04:49 | 088 | 108 | 034 | 142 | 0485 | 0122 | 0222 | 0739
 C201311.09 | 2013/11/14 09:05 | 130 | 024 | 118 | 142 | 0332 | 0014 | 0319 | 0363
 C201311.10 | 2013/11/17 08:05 | 112 | 060 | 082 | 142 | 0538 | 0059 | 0368 | 0674
 C201311.11 | 2013/11/19 11:05 | 106 | 072 | 070 | 142 | 0614 | 0104 | 0556 | 0908
 C201311.12 | 2013/11/20 04:05 | 116 | 020 | 106 | 126 | 0404 | 0020 | 0366 | 0439
 C201311.13 | 2013/11/20 23:05 | 108 | 036 | 090 | 126 | 0471 | 0019 | 0437 | 0485
 C201311.14 | 2013/11/21 16:09 | 113 | 058 | 084 | 142 | 0662 | 0052 | 0562 | 0753
 C201311.15 | 2013/11/23 07:29 | 122 | 012 | 116 | 128 | 0262 | 0022 | 0249 | 0305
 C201311.16 | 2013/11/23 13:29 | 081 | 018 | 072 | 090 | 0327 | 0055 | 0221 | 0416
 C201311.17 | 2013/11/27 05:29 | 104 | 076 | 066 | 142 | 0372 | 0054 | 0290 | 0498
 C201311.18 | 2013/11/27 21:29 | 065 | 010 | 060 | 070 | 0395 | 0021 | 0372 | 0437
 C201311.19 | 2013/11/28 08:49 | 068 | 036 | 050 | 086 | 0343 | 0029 | 0297 | 0389
 C201311.20 | 2013/11/29 03:29 | 110 | 020 | 100 | 120 | 0357 | 0020 | 0321 | 0389
 C201311.21 | 2013/11/30 00:09 | 087 | 110 | 032 | 142 | 0638 | 0050 | 0520 | 0737 (dup. C201312.01)
 C201312.01 | 2013/11/30 01:29 | 086 | 108 | 032 | 140 | 1011 | 0326 | 0478 | 1416 (dup. C201311.21)
 C201312.02 | 2013/11/30 18:49 | 075 | 070 | 040 | 110 | 0524 | 0075 | 0397 | 0708 (dup. C201311.22)
 C201311.22 | 2013/11/30 18:49 | 077 | 066 | 044 | 110 | 0536 | 0070 | 0426 | 0708 (dup. C201312.02)
 C201312.03 | 2013/12/02 00:09 | 069 | 054 | 042 | 096 | 0400 | 0066 | 0278 | 0571
 C201312.04 | 2013/12/03 06:09 | 085 | 058 | 056 | 114 | 0285 | 0019 | 0236 | 0321
 C201312.05 | 2013/12/05 04:49 | 069 | 058 | 040 | 098 | 0536 | 0101 | 0368 | 0722
 C201312.06 | 2013/12/06 10:09 | 095 | 030 | 080 | 110 | 0590 | 0678 | 0258 | 1864
 C201312.07 | 2013/12/11 10:09 | 085 | 070 | 050 | 120 | 0387 | 0043 | 0307 | 0454
 C201312.08 | 2013/12/12 06:09 | 108 | 064 | 076 | 140 | 0722 | 0163 | 0380 | 0843
 C201312.09 | 2013/12/13 12:49 | 102 | 032 | 086 | 118 | 0361 | 0064 | 0266 | 0459
 C201312.10 | 2013/12/14 05:29 | 131 | 018 | 122 | 140 | 0397 | 0031 | 0343 | 0437
 C201312.11 | 2013/12/14 08:09 | 078 | 020 | 068 | 088 | 0297 | 0040 | 0239 | 0340
 C201312.12 | 2013/12/14 16:09 | 098 | 068 | 064 | 132 | 0361 | 0072 | 0214 | 0454
 C201312.13 | 2013/12/15 12:49 | 093 | 010 | 088 | 098 | 0391 | 0049 | 0376 | 0498
 C201312.14 | 2013/12/16 04:49 | 115 | 022 | 104 | 126 | 0281 | 0030 | 0237 | 0343
 C201312.15 | 2013/12/17 00:09 | 109 | 062 | 078 | 140 | 0562 | 0180 | 0330 | 1011
 C201312.16 | 2013/12/18 04:49 | 109 | 058 | 080 | 138 | 0287 | 0047 | 0224 | 0372
 C201312.17 | 2013/12/20 00:49 | 117 | 046 | 094 | 140 | 0367 | 0086 | 0212 | 0459
 C201312.18 | 2013/12/21 03:29 | 097 | 046 | 074 | 120 | 0297 | 0039 | 0213 | 0354
 C201312.19 | 2013/12/21 12:09 | 125 | 014 | 118 | 132 | 0321 | 0019 | 0287 | 0343
 C201312.20 | 2013/12/21 18:09 | 090 | 012 | 084 | 096 | 0172 | 0012 | 0149 | 0190
 C201312.21 | 2013/12/22 16:09 | 078 | 016 | 070 | 086 | 0322 | 0015 | 0305 | 0347
 C201312.22 | 2013/12/23 12:09 | 065 | 034 | 048 | 082 | 0933 | 0377 | 0292 | 1221
 C201312.23 | 2013/12/24 05:29 | 064 | 044 | 042 | 086 | 0411 | 0035 | 0324 | 0442
 C201312.24 | 2013/12/24 15:29 | 099 | 066 | 066 | 132 | 0498 | 0111 | 0277 | 0722
 C201312.25 | 2013/12/26 18:09 | 103 | 030 | 088 | 118 | 0622 | 0135 | 0407 | 0747
 C201312.26 | 2013/12/28 19:05 | 091 | 098 | 042 | 140 | 0715 | 0110 | 0502 | 0908
 C201312.27 | 2013/12/29 14:05 | 079 | 066 | 046 | 112 | 0327 | 0046 | 0224 | 0429
 C201312.28 | 2013/12/30 06:05 | 084 | 024 | 072 | 096 | 0357 | 0040 | 0310 | 0421
 C201312.29 | 2013/12/31 12:05 | 102 | 064 | 070 | 134 | 0380 | 0051 | 0281 | 0502 (dup. C201401.01)
 C201401.01 | 2013/12/31 12:05 | 104 | 068 | 070 | 138 | 0400 | 0046 | 0337 | 0513 (dup. C201312.29)
 C201401.02 | 2014/01/01 05:05 | 111 | 046 | 088 | 134 | 0314 | 0046 | 0262 | 0462
 C201401.03 | 2014/01/02 10:05 | 113 | 038 | 094 | 132 | 0233 | 0039 | 0165 | 0310
 C201401.04 | 2014/01/02 23:05 | 120 | 032 | 104 | 136 | 0262 | 0036 | 0229 | 0352
 C201401.05 | 2014/01/03 14:05 | 071 | 018 | 062 | 080 | 0319 | 0018 | 0291 | 0352
 C201401.06 | 2014/01/04 23:05 | 093 | 090 | 048 | 138 | 0454 | 0080 | 0323 | 0605
 C201401.07 | 2014/01/06 05:05 | 085 | 106 | 032 | 138 | 0801 | 0273 | 0281 | 1475
 C201401.08 | 2014/01/07 16:05 | 087 | 102 | 036 | 138 | 0948 | 0497 | 0387 | 1816
 C201401.09 | 2014/01/09 09:05 | 117 | 042 | 096 | 138 | 0575 | 0018 | 0549 | 0621
 C201401.10 | 2014/01/09 10:05 | 065 | 010 | 060 | 070 | 0492 | 0018 | 0454 | 0502
 C201401.11 | 2014/01/10 01:05 | 109 | 058 | 080 | 138 | 0433 | 0097 | 0243 | 0472
 C201401.12 | 2014/01/11 09:05 | 106 | 056 | 078 | 134 | 0575 | 0010 | 0562 | 0605
 C201401.13 | 2014/01/14 03:05 | 127 | 022 | 116 | 138 | 0630 | 0031 | 0562 | 0655
 C201401.14 | 2014/01/14 17:05 | 087 | 030 | 072 | 102 | 0187 | 0036 | 0158 | 0278
 C201401.15 | 2014/01/16 09:29 | 106 | 020 | 096 | 116 | 0528 | 0873 | 0247 | 1967
 C201401.16 | 2014/01/21 12:05 | 104 | 068 | 070 | 138 | 0400 | 0047 | 0302 | 0502
 C201401.18 | 2014/01/29 05:05 | 108 | 012 | 102 | 114 | 0253 | 0027 | 0215 | 0288
 C201401.17 | 2014/01/29 05:05 | 121 | 034 | 104 | 138 | 0468 | 0069 | 0338 | 0574
 C201401.19 | 2014/01/30 20:09 | 101 | 074 | 064 | 138 | 0400 | 0048 | 0292 | 0505
 C201402.01 | 2014/02/01 13:29 | 083 | 010 | 078 | 088 | 0264 | 0018 | 0234 | 0278
 C201402.02 | 2014/02/02 12:49 | 106 | 072 | 070 | 142 | 0600 | 0093 | 0389 | 0823
 C201402.04 | 2014/02/02 13:29 | 117 | 050 | 092 | 142 | 0532 | 0067 | 0354 | 0610
 C201402.03 | 2014/02/02 21:29 | 073 | 022 | 062 | 084 | 0288 | 0027 | 0247 | 0343
 C201402.05 | 2014/02/04 02:49 | 055 | 014 | 048 | 062 | 0275 | 0042 | 0192 | 0297
 C201402.06 | 2014/02/04 03:29 | 114 | 056 | 086 | 142 | 0571 | 0049 | 0472 | 0632
 C201402.07 | 2014/02/04 20:09 | 100 | 072 | 064 | 136 | 0347 | 0111 | 0193 | 0580
 C201402.08 | 2014/02/05 10:09 | 099 | 066 | 066 | 132 | 0365 | 0055 | 0225 | 0478
 C201402.09 | 2014/02/06 10:49 | 065 | 054 | 038 | 092 | 0528 | 0092 | 0393 | 0722
 C201402.10 | 2014/02/07 00:09 | 111 | 030 | 096 | 126 | 0337 | 0078 | 0218 | 0426
 C201402.11 | 2014/02/08 02:49 | 121 | 030 | 106 | 136 | 0475 | 0080 | 0316 | 0553
 C201402.12 | 2014/02/08 04:49 | 063 | 010 | 058 | 068 | 0393 | 0028 | 0361 | 0431
 C201402.13 | 2014/02/09 18:09 | 116 | 032 | 100 | 132 | 0334 | 0058 | 0245 | 0454
 C201402.14 | 2014/02/11 22:09 | 087 | 110 | 032 | 142 | 0540 | 0062 | 0397 | 0655
 C201402.15 | 2014/02/12 17:29 | 089 | 106 | 036 | 142 | 0495 | 0055 | 0357 | 0632
 C201402.16 | 2014/02/13 01:29 | 112 | 056 | 084 | 140 | 0655 | 0018 | 0621 | 0681
 C201402.17 | 2014/02/14 10:49 | 095 | 094 | 048 | 142 | 0885 | 0063 | 0753 | 1073
 C201402.18 | 2014/02/15 10:09 | 077 | 010 | 072 | 082 | 0255 | 0017 | 0244 | 0283
 C201402.19 | 2014/02/15 22:09 | 102 | 020 | 092 | 112 | 0298 | 0027 | 0239 | 0321
 C201402.20 | 2014/02/16 13:29 | 083 | 038 | 064 | 102 | 0378 | 0062 | 0327 | 0520
 C201402.21 | 2014/02/18 05:29 | 095 | 086 | 052 | 138 | 0400 | 0104 | 0295 | 0610
 C201402.22 | 2014/02/19 22:09 | 107 | 034 | 090 | 124 | 0337 | 0040 | 0268 | 0411
 C201402.23 | 2014/02/20 09:29 | 093 | 090 | 048 | 138 | 0681 | 0134 | 0380 | 0885
 C201402.24 | 2014/02/22 00:09 | 073 | 030 | 058 | 088 | 0302 | 0028 | 0252 | 0357
 C201402.25 | 2014/02/22 15:29 | 100 | 024 | 088 | 112 | 0562 | 0060 | 0505 | 0708
 C201402.26 | 2014/02/23 10:09 | 113 | 034 | 096 | 130 | 0770 | 0098 | 0600 | 0932
 C201402.27 | 2014/02/24 02:49 | 079 | 058 | 050 | 108 | 0256 | 0041 | 0204 | 0347
 C201402.28 | 2014/02/25 03:29 | 094 | 096 | 046 | 142 | 0469 | 0024 | 0448 | 0544
 C201403.01 | 2014/03/04 01:05 | 057 | 010 | 052 | 062 | 0360 | 0020 | 0332 | 0393
 C201403.02 | 2014/03/05 01:05 | 062 | 036 | 044 | 080 | 0407 | 0049 | 0332 | 0524
 C201403.03 | 2014/03/05 18:05 | 067 | 070 | 032 | 102 | 0384 | 0060 | 0261 | 0505
 C201403.04 | 2014/03/07 18:49 | 068 | 040 | 048 | 088 | 0281 | 0066 | 0231 | 0437
 C201403.05 | 2014/03/08 22:09 | 097 | 014 | 090 | 104 | 0197 | 0009 | 0179 | 0208
 C201403.06 | 2014/03/09 09:29 | 065 | 054 | 038 | 092 | 0380 | 0100 | 0246 | 0590
 C201403.07 | 2014/03/09 22:49 | 094 | 016 | 086 | 102 | 0225 | 0077 | 0200 | 0380
 C201403.08 | 2014/03/12 00:09 | 089 | 070 | 054 | 124 | 0264 | 0026 | 0205 | 0305
 C201403.09 | 2014/03/13 02:05 | 103 | 046 | 080 | 126 | 0374 | 0061 | 0265 | 0456
 C201403.10 | 2014/03/14 06:05 | 083 | 074 | 046 | 120 | 0277 | 0062 | 0174 | 0421
 C201403.11 | 2014/03/15 18:09 | 069 | 050 | 044 | 094 | 0489 | 0044 | 0419 | 0567
 C201403.12 | 2014/03/16 13:05 | 074 | 032 | 058 | 090 | 0295 | 0067 | 0193 | 0407
 C201403.13 | 2014/03/17 16:05 | 082 | 012 | 076 | 088 | 0230 | 0008 | 0221 | 0248
 C201403.14 | 2014/03/19 15:29 | 064 | 040 | 044 | 084 | 0246 | 0018 | 0214 | 0277
 C201403.15 | 2014/03/20 09:05 | 068 | 024 | 056 | 080 | 0296 | 0045 | 0219 | 0338
 C201403.16 | 2014/03/22 13:29 | 080 | 104 | 028 | 132 | 0393 | 0192 | 0316 | 0769
 C201403.17 | 2014/03/24 13:29 | 115 | 042 | 094 | 136 | 0360 | 0248 | 0297 | 0823
 C201403.18 | 2014/03/25 09:29 | 092 | 100 | 042 | 142 | 0521 | 0050 | 0405 | 0591
 C201403.19 | 2014/03/26 12:49 | 102 | 032 | 086 | 118 | 0266 | 0033 | 0222 | 0334
 C201403.20 | 2014/03/29 05:05 | 075 | 098 | 026 | 124 | 0486 | 0086 | 0363 | 0761
 C201403.21 | 2014/03/29 22:05 | 065 | 070 | 030 | 100 | 0491 | 0043 | 0380 | 0549
 C201403.22 | 2014/03/30 15:05 | 080 | 092 | 034 | 126 | 0368 | 0047 | 0256 | 0462
 C201404.01 | 2014/03/31 12:05 | 111 | 014 | 104 | 118 | 0327 | 0006 | 0323 | 0342
 C201404.02 | 2014/03/31 16:05 | 078 | 032 | 062 | 094 | 0226 | 0026 | 0173 | 0245
 C201404.03 | 2014/04/01 10:05 | 097 | 018 | 088 | 106 | 0337 | 0036 | 0274 | 0407
 C201404.05 | 2014/04/01 22:05 | 115 | 018 | 106 | 124 | 0194 | 0002 | 0190 | 0197
 C201404.04 | 2014/04/02 00:05 | 097 | 078 | 058 | 136 | 0358 | 0127 | 0207 | 0638
 C201404.06 | 2014/04/02 18:05 | 078 | 080 | 038 | 118 | 0454 | 0077 | 0361 | 0674
 C201404.07 | 2014/04/03 11:05 | 112 | 060 | 082 | 142 | 0507 | 0038 | 0439 | 0609
 C201404.08 | 2014/04/04 04:05 | 113 | 046 | 090 | 136 | 0459 | 0019 | 0408 | 0484
 C201404.09 | 2014/04/05 02:49 | 063 | 058 | 034 | 092 | 0380 | 0062 | 0266 | 0491
 C201404.10 | 2014/04/06 14:09 | 060 | 068 | 026 | 094 | 0472 | 0049 | 0372 | 0571
 C201404.11 | 2014/04/07 08:09 | 090 | 012 | 084 | 096 | 0315 | 0002 | 0310 | 0316
 C201404.12 | 2014/04/08 04:09 | 113 | 058 | 084 | 142 | 0475 | 0079 | 0297 | 0610
 C201404.13 | 2014/04/08 18:49 | 047 | 038 | 028 | 066 | 0342 | 0012 | 0310 | 0357
 C201404.14 | 2014/04/09 05:29 | 083 | 058 | 054 | 112 | 0393 | 0051 | 0278 | 0472
 C201404.15 | 2014/04/10 08:49 | 077 | 022 | 066 | 088 | 0368 | 0087 | 0196 | 0421
 C201404.16 | 2014/04/11 19:29 | 095 | 070 | 060 | 130 | 0285 | 0047 | 0188 | 0393
 C201404.17 | 2014/04/12 21:29 | 068 | 028 | 054 | 082 | 0290 | 0035 | 0234 | 0361
 C201404.18 | 2014/04/13 14:09 | 076 | 060 | 046 | 106 | 0305 | 0028 | 0244 | 0365
 C201404.19 | 2014/04/15 01:29 | 085 | 010 | 080 | 090 | 0320 | 0065 | 0215 | 0407
 C201404.20 | 2014/04/16 21:29 | 100 | 048 | 076 | 124 | 0295 | 0075 | 0212 | 0448
 C201404.22 | 2014/04/18 02:09 | 089 | 106 | 036 | 142 | 0688 | 0101 | 0505 | 0957
 C201404.21 | 2014/04/18 02:49 | 113 | 042 | 092 | 134 | 0432 | 0154 | 0264 | 0722
 C201404.23 | 2014/04/19 21:29 | 098 | 016 | 090 | 106 | 0283 | 0020 | 0252 | 0321
 C201404.24 | 2014/04/20 08:09 | 078 | 016 | 070 | 086 | 0459 | 0010 | 0442 | 0466
 C201404.25 | 2014/04/20 22:49 | 056 | 040 | 036 | 076 | 0343 | 0032 | 0283 | 0384
 C201404.26 | 2014/04/21 14:09 | 062 | 024 | 050 | 074 | 0337 | 0029 | 0327 | 0397
 C201404.27 | 2014/04/23 05:29 | 056 | 044 | 034 | 078 | 0290 | 0042 | 0249 | 0397
 C201404.28 | 2014/04/23 16:49 | 127 | 026 | 114 | 140 | 0708 | 0085 | 0562 | 0823
 C201404.30 | 2014/04/24 06:09 | 132 | 020 | 122 | 142 | 0426 | 0081 | 0295 | 0610
 C201404.29 | 2014/04/24 08:09 | 097 | 014 | 090 | 104 | 0137 | 0010 | 0129 | 0158
 C201404.31 | 2014/04/25 04:09 | 091 | 078 | 052 | 130 | 0402 | 0055 | 0276 | 0498
 C201404.32 | 2014/04/28 02:09 | 073 | 046 | 050 | 096 | 0544 | 0040 | 0437 | 0610
 C201404.33 | 2014/04/28 18:09 | 062 | 036 | 044 | 080 | 0311 | 0065 | 0217 | 0431
 C201405.01 | 2014/04/30 04:49 | 099 | 026 | 086 | 112 | 0536 | 0031 | 0505 | 0590 (dup. C201404.34)
 C201404.34 | 2014/04/30 04:49 | 101 | 030 | 086 | 116 | 0327 | 0030 | 0305 | 0389 (dup. C201405.01)
 C201404.35 | 2014/04/30 06:49 | 121 | 010 | 116 | 126 | 0316 | 0011 | 0307 | 0340
 C201405.02 | 2014/05/01 04:49 | 117 | 022 | 106 | 128 | 0281 | 0020 | 0240 | 0316
 C201405.03 | 2014/05/02 13:29 | 080 | 016 | 072 | 088 | 0266 | 0023 | 0231 | 0302
 C201405.04 | 2014/05/03 08:09 | 082 | 052 | 056 | 108 | 0389 | 0022 | 0337 | 0421
 C201405.05 | 2014/05/04 00:09 | 080 | 060 | 050 | 110 | 0426 | 0045 | 0330 | 0513
 C201405.06 | 2014/05/04 15:29 | 052 | 032 | 036 | 068 | 0324 | 0033 | 0276 | 0384
 C201405.07 | 2014/05/05 04:09 | 085 | 082 | 044 | 126 | 0368 | 0062 | 0244 | 0454
 C201405.08 | 2014/05/06 22:09 | 085 | 074 | 048 | 122 | 0478 | 0176 | 0272 | 0787
 C201405.09 | 2014/05/07 16:49 | 084 | 116 | 026 | 142 | 0681 | 0080 | 0448 | 0863
 C201405.10 | 2014/05/08 05:29 | 070 | 076 | 032 | 108 | 0688 | 0154 | 0426 | 1011
 C201405.11 | 2014/05/09 04:09 | 083 | 106 | 030 | 136 | 0814 | 0132 | 0513 | 1106
 C201405.12 | 2014/05/10 06:49 | 076 | 088 | 032 | 120 | 0643 | 0173 | 0337 | 0932
 C201405.13 | 2014/05/11 18:09 | 075 | 014 | 068 | 082 | 0310 | 0022 | 0285 | 0347
 C201405.14 | 2014/05/12 07:29 | 078 | 024 | 066 | 090 | 0224 | 0017 | 0205 | 0268
 C201405.15 | 2014/05/14 10:49 | 061 | 082 | 020 | 102 | 0347 | 0089 | 0242 | 0520
 C201405.16 | 2014/05/16 07:29 | 082 | 028 | 068 | 096 | 0485 | 0023 | 0431 | 0528
 C201405.17 | 2014/05/20 10:09 | 070 | 040 | 050 | 090 | 0302 | 0096 | 0234 | 0528
 C201405.18 | 2014/05/20 10:09 | 083 | 082 | 042 | 124 | 0400 | 0097 | 0208 | 0632
 C201405.19 | 2014/05/22 20:09 | 060 | 012 | 054 | 066 | 0365 | 0055 | 0242 | 0411
 C201405.20 | 2014/05/23 05:29 | 048 | 012 | 042 | 054 | 0281 | 0008 | 0272 | 0295
 C201405.21 | 2014/05/25 09:29 | 063 | 026 | 050 | 076 | 0256 | 0012 | 0237 | 0283
 C201405.22 | 2014/05/26 12:49 | 099 | 074 | 062 | 136 | 0416 | 0055 | 0302 | 0544
 C201405.23 | 2014/05/27 01:29 | 105 | 046 | 082 | 128 | 0638 | 0259 | 0134 | 0804
 C201405.24 | 2014/05/28 09:29 | 087 | 014 | 080 | 094 | 0295 | 0091 | 0270 | 0442
 C201405.25 | 2014/05/29 04:49 | 065 | 078 | 026 | 104 | 0389 | 0047 | 0283 | 0466
 C201405.26 | 2014/05/29 14:49 | 097 | 022 | 086 | 108 | 0342 | 0030 | 0305 | 0426
 C201406.01 | 2014/05/31 09:29 | 086 | 016 | 078 | 094 | 0454 | 0026 | 0407 | 0491 (dup. C201405.27)
 C201405.27 | 2014/05/31 09:29 | 096 | 036 | 078 | 114 | 0431 | 0075 | 0270 | 0505 (dup. C201406.01)
 C201406.02 | 2014/06/01 10:09 | 093 | 022 | 082 | 104 | 0303 | 0045 | 0281 | 0397
 C201406.03 | 2014/06/02 12:49 | 082 | 092 | 036 | 128 | 0498 | 0056 | 0402 | 0621
