 IDENTIFIER |    starttime     | pa  |  da | NoPA| SuPA|   v  |  dv  | minv | maxv
 C201011.06 | 2010/11/07 14:09 | 097 | 026 | 084 | 110 | 0283 | 0028 | 0227 | 0327
 C201011.07 | 2010/11/09 02:49 | 047 | 018 | 038 | 056 | 0343 | 0012 | 0334 | 0365
 C201011.08 | 2010/11/10 12:09 | 057 | 010 | 052 | 062 | 0379 | 0077 | 0327 | 0544
 C201011.09 | 2010/11/11 19:29 | 110 | 040 | 090 | 130 | 0498 | 0129 | 0397 | 0787
 C201011.10 | 2010/11/12 10:49 | 103 | 046 | 080 | 126 | 0454 | 0122 | 0240 | 0655
 C201011.11 | 2010/11/13 13:29 | 083 | 070 | 048 | 118 | 0513 | 0055 | 0380 | 0600
 C201011.12 | 2010/11/14 04:09 | 102 | 028 | 088 | 116 | 0478 | 0040 | 0389 | 0544
 C201011.13 | 2010/11/15 18:09 | 101 | 014 | 094 | 108 | 0476 | 0082 | 0357 | 0580
 C201011.14 | 2010/11/16 14:49 | 111 | 054 | 084 | 138 | 0421 | 0072 | 0283 | 0520
 C201011.15 | 2010/11/19 08:09 | 106 | 040 | 086 | 126 | 0352 | 0091 | 0281 | 0528
 C201011.16 | 2010/11/20 16:49 | 098 | 012 | 092 | 104 | 0421 | 0096 | 0278 | 0562
 C201011.17 | 2010/11/22 05:29 | 089 | 010 | 084 | 094 | 0254 | 0052 | 0237 | 0372
 C201011.18 | 2010/11/22 14:09 | 085 | 074 | 048 | 122 | 0426 | 0031 | 0372 | 0505
 C201011.19 | 2010/11/24 09:29 | 098 | 064 | 066 | 130 | 0540 | 0106 | 0276 | 0787
 C201011.20 | 2010/11/27 08:49 | 076 | 020 | 066 | 086 | 0292 | 0066 | 0174 | 0350
 C201011.21 | 2010/11/29 08:09 | 070 | 044 | 048 | 092 | 0283 | 0020 | 0251 | 0321
 C201011.22 | 2010/11/29 08:09 | 078 | 024 | 066 | 090 | 0242 | 0010 | 0219 | 0260
 C201012.01 | 2010/12/01 00:09 | 086 | 040 | 066 | 106 | 0409 | 0025 | 0354 | 0466
 C201012.02 | 2010/12/01 03:29 | 087 | 034 | 070 | 104 | 0284 | 0094 | 0264 | 0528
 C201012.03 | 2010/12/03 00:49 | 084 | 096 | 036 | 132 | 1770 | 0134 | 1609 | 1967
 C201012.04 | 2010/12/07 01:29 | 118 | 048 | 094 | 142 | 0416 | 0052 | 0340 | 0513
 C201012.05 | 2010/12/07 20:09 | 080 | 064 | 048 | 112 | 0361 | 0012 | 0337 | 0384
 C201012.06 | 2010/12/12 08:49 | 083 | 106 | 030 | 136 | 0590 | 0133 | 0290 | 0722
 C201012.07 | 2010/12/12 23:29 | 126 | 016 | 118 | 134 | 0357 | 0079 | 0321 | 0478
 C201012.08 | 2010/12/14 18:09 | 078 | 100 | 028 | 128 | 0600 | 0167 | 0302 | 0885
 C201012.09 | 2010/12/15 08:09 | 095 | 010 | 090 | 100 | 0264 | 0010 | 0242 | 0270
 C201012.10 | 2010/12/15 21:29 | 098 | 044 | 076 | 120 | 0354 | 0016 | 0319 | 0380
 C201012.11 | 2010/12/16 18:09 | 037 | 014 | 030 | 044 | 0542 | 0132 | 0437 | 0843
 C201012.12 | 2010/12/19 08:49 | 099 | 030 | 084 | 114 | 0282 | 0052 | 0196 | 0321
 C201012.13 | 2010/12/21 10:09 | 075 | 058 | 046 | 104 | 0310 | 0018 | 0266 | 0334
 C201012.14 | 2010/12/23 12:49 | 088 | 084 | 046 | 130 | 0454 | 0045 | 0384 | 0528
 C201012.15 | 2010/12/24 03:29 | 073 | 010 | 068 | 078 | 0444 | 0070 | 0300 | 0505
 C201012.16 | 2010/12/26 22:09 | 078 | 012 | 072 | 084 | 0217 | 0030 | 0163 | 0264
 C201012.17 | 2010/12/27 07:29 | 091 | 022 | 080 | 102 | 0272 | 0001 | 0270 | 0274
 C201012.18 | 2010/12/28 14:49 | 083 | 010 | 078 | 088 | 0247 | 0013 | 0244 | 0270
 C201101.01 | 2011/01/08 15:29 | 102 | 064 | 070 | 134 | 0292 | 0023 | 0237 | 0319
 C201101.02 | 2011/01/10 06:49 | 050 | 040 | 030 | 070 | 0365 | 0061 | 0300 | 0485
 C201101.03 | 2011/01/12 18:09 | 114 | 044 | 092 | 136 | 0368 | 0050 | 0283 | 0472
 C201101.04 | 2011/01/13 16:49 | 075 | 034 | 058 | 092 | 0254 | 0052 | 0210 | 0361
 C201101.05 | 2011/01/16 21:29 | 060 | 012 | 054 | 066 | 0232 | 0013 | 0222 | 0258
 C201101.06 | 2011/01/17 06:09 | 086 | 024 | 074 | 098 | 0215 | 0041 | 0130 | 0234
 C201101.08 | 2011/01/18 13:29 | 081 | 010 | 076 | 086 | 0294 | 0075 | 0145 | 0361
 C201101.07 | 2011/01/18 15:29 | 058 | 012 | 052 | 064 | 0268 | 0023 | 0247 | 0321
 C201101.09 | 2011/01/20 00:09 | 089 | 042 | 068 | 110 | 0325 | 0029 | 0270 | 0368
 C201101.10 | 2011/01/22 11:29 | 090 | 032 | 074 | 106 | 0385 | 0052 | 0266 | 0485
 C201101.11 | 2011/01/23 08:09 | 079 | 054 | 052 | 106 | 0368 | 0038 | 0256 | 0416
 C201101.12 | 2011/01/24 10:09 | 093 | 062 | 062 | 124 | 0421 | 0029 | 0350 | 0459
 C201101.13 | 2011/01/24 16:09 | 090 | 016 | 082 | 098 | 0221 | 0048 | 0164 | 0300
 C201101.14 | 2011/01/25 20:09 | 074 | 068 | 040 | 108 | 0330 | 0044 | 0283 | 0448
 C201101.15 | 2011/01/27 17:29 | 077 | 010 | 072 | 082 | 0385 | 0090 | 0229 | 0421
 C201101.16 | 2011/01/28 08:09 | 093 | 022 | 082 | 104 | 0324 | 0038 | 0244 | 0368
 C201101.17 | 2011/01/29 01:29 | 101 | 010 | 096 | 106 | 0294 | 0021 | 0260 | 0330
 C201101.18 | 2011/01/29 18:09 | 103 | 022 | 092 | 114 | 0327 | 0028 | 0278 | 0372
 C201101.19 | 2011/01/30 18:09 | 093 | 078 | 054 | 132 | 0363 | 0127 | 0283 | 0655
 C201102.01 | 2011/01/31 01:29 | 095 | 074 | 058 | 132 | 1288 | 0442 | 0319 | 1967
 C201102.02 | 2011/02/03 17:29 | 100 | 012 | 094 | 106 | 0255 | 0018 | 0215 | 0268
 C201102.03 | 2011/02/04 14:09 | 089 | 010 | 084 | 094 | 0173 | 0010 | 0159 | 0189
 C201102.04 | 2011/02/08 23:29 | 085 | 010 | 080 | 090 | 0255 | 0003 | 0249 | 0258
 C201102.05 | 2011/02/09 18:09 | 090 | 036 | 072 | 108 | 0262 | 0028 | 0217 | 0319
 C201102.06 | 2011/02/10 09:29 | 104 | 036 | 086 | 122 | 0290 | 0054 | 0231 | 0426
 C201102.07 | 2011/02/11 06:49 | 094 | 012 | 088 | 100 | 0282 | 0007 | 0278 | 0297
 C201102.08 | 2011/02/13 09:29 | 085 | 010 | 080 | 090 | 0282 | 0019 | 0249 | 0300
 C201102.09 | 2011/02/14 22:09 | 089 | 094 | 042 | 136 | 0571 | 0088 | 0407 | 0722
 C201102.10 | 2011/02/16 10:09 | 080 | 060 | 050 | 110 | 0395 | 0032 | 0305 | 0431
 C201102.11 | 2011/02/17 06:09 | 080 | 068 | 046 | 114 | 0426 | 0059 | 0283 | 0544
 C201102.12 | 2011/02/18 05:29 | 093 | 010 | 088 | 098 | 0310 | 0063 | 0229 | 0421
 C201102.13 | 2011/02/19 02:09 | 086 | 012 | 080 | 092 | 0312 | 0032 | 0262 | 0372
 C201102.14 | 2011/02/19 14:09 | 089 | 026 | 076 | 102 | 0290 | 0068 | 0201 | 0416
 C201102.15 | 2011/02/20 06:09 | 097 | 022 | 086 | 108 | 0233 | 0077 | 0163 | 0407
 C201102.16 | 2011/02/24 06:09 | 117 | 018 | 108 | 126 | 0409 | 0134 | 0285 | 0668
 C201102.17 | 2011/02/26 04:09 | 082 | 064 | 050 | 114 | 0352 | 0085 | 0225 | 0520
 C201102.18 | 2011/02/27 04:09 | 088 | 036 | 070 | 106 | 0376 | 0092 | 0245 | 0544
 C201103.01 | 2011/03/02 12:49 | 102 | 072 | 066 | 138 | 0357 | 0046 | 0228 | 0421
 C201103.02 | 2011/03/03 10:09 | 098 | 076 | 060 | 136 | 0448 | 0140 | 0185 | 0544
 C201103.03 | 2011/03/05 04:49 | 120 | 012 | 114 | 126 | 0286 | 0010 | 0281 | 0310
 C201103.04 | 2011/03/06 17:29 | 076 | 012 | 070 | 082 | 0459 | 0055 | 0357 | 0505
 C201103.05 | 2011/03/07 16:09 | 086 | 104 | 034 | 138 | 0957 | 0368 | 0421 | 1539
 C201103.06 | 2011/03/09 01:29 | 101 | 074 | 064 | 138 | 0454 | 0115 | 0290 | 0694
 C201103.07 | 2011/03/09 18:49 | 114 | 032 | 098 | 130 | 0321 | 0027 | 0260 | 0354
 C201103.08 | 2011/03/10 12:09 | 098 | 012 | 092 | 104 | 0292 | 0371 | 0260 | 1180
 C201103.09 | 2011/03/11 17:29 | 081 | 058 | 052 | 110 | 0414 | 0076 | 0266 | 0590
 C201103.10 | 2011/03/12 13:29 | 129 | 010 | 124 | 134 | 0383 | 0015 | 0365 | 0407
 C201103.11 | 2011/03/13 06:49 | 068 | 016 | 060 | 076 | 0365 | 0023 | 0330 | 0397
 C201103.12 | 2011/03/14 08:09 | 075 | 058 | 046 | 104 | 0327 | 0192 | 0224 | 0681
 C201103.13 | 2011/03/15 22:09 | 089 | 022 | 078 | 100 | 0359 | 0010 | 0347 | 0380
 C201103.14 | 2011/03/16 23:29 | 078 | 084 | 036 | 120 | 0454 | 0066 | 0307 | 0610
 C201103.15 | 2011/03/17 16:49 | 094 | 036 | 076 | 112 | 0416 | 0075 | 0281 | 0536
 C201103.16 | 2011/03/19 22:09 | 096 | 048 | 072 | 120 | 0321 | 0037 | 0297 | 0466
 C201103.17 | 2011/03/20 14:09 | 091 | 094 | 044 | 138 | 1817 | 0120 | 1539 | 1967
 C201103.18 | 2011/03/21 06:49 | 087 | 078 | 048 | 126 | 0505 | 0095 | 0376 | 0681
 C201103.19 | 2011/03/23 04:49 | 128 | 020 | 118 | 138 | 0655 | 0207 | 0186 | 0863
 C201103.20 | 2011/03/23 10:09 | 067 | 030 | 052 | 082 | 0305 | 0016 | 0278 | 0337
 C201103.21 | 2011/03/25 16:49 | 094 | 060 | 064 | 124 | 0393 | 0041 | 0295 | 0472
 C201103.22 | 2011/03/26 14:09 | 075 | 018 | 066 | 084 | 0466 | 0033 | 0411 | 0520
 C201103.23 | 2011/03/29 14:09 | 068 | 012 | 062 | 074 | 0738 | 0029 | 0694 | 0787
 C201104.01 | 2011/03/31 22:49 | 116 | 032 | 100 | 132 | 0753 | 0521 | 0225 | 1864
 C201104.02 | 2011/04/03 06:49 | 112 | 056 | 084 | 140 | 0590 | 0039 | 0505 | 0668
 C201104.03 | 2011/04/04 06:09 | 088 | 084 | 046 | 130 | 0753 | 0169 | 0562 | 1142
 C201104.04 | 2011/04/07 12:09 | 090 | 080 | 050 | 130 | 0347 | 0067 | 0264 | 0528
 C201104.05 | 2011/04/08 04:49 | 082 | 044 | 060 | 104 | 0287 | 0022 | 0262 | 0337
 C201104.06 | 2011/04/09 05:29 | 082 | 048 | 058 | 106 | 0330 | 0069 | 0251 | 0491
 C201104.07 | 2011/04/09 17:29 | 110 | 036 | 092 | 128 | 0478 | 0151 | 0200 | 0722
 C201104.08 | 2011/04/11 02:49 | 080 | 048 | 056 | 104 | 0297 | 0025 | 0245 | 0327
 C201104.09 | 2011/04/12 06:49 | 072 | 064 | 040 | 104 | 0347 | 0028 | 0313 | 0411
 C201104.10 | 2011/04/15 06:09 | 099 | 046 | 076 | 122 | 0295 | 0020 | 0268 | 0340
 C201104.11 | 2011/04/15 19:29 | 084 | 020 | 074 | 094 | 0278 | 0006 | 0276 | 0292
 C201104.12 | 2011/04/16 10:09 | 054 | 032 | 038 | 070 | 0571 | 0067 | 0431 | 0681
 C201104.13 | 2011/04/16 19:29 | 085 | 018 | 076 | 094 | 0330 | 0071 | 0189 | 0384
 C201104.14 | 2011/04/17 13:29 | 054 | 036 | 036 | 072 | 0354 | 0005 | 0340 | 0361
 C201104.15 | 2011/04/20 02:49 | 063 | 046 | 040 | 086 | 0489 | 0096 | 0324 | 0621
 C201104.16 | 2011/04/22 18:49 | 082 | 028 | 068 | 096 | 0544 | 0131 | 0262 | 0643
 C201104.17 | 2011/04/24 11:29 | 080 | 012 | 074 | 086 | 0437 | 0013 | 0416 | 0454
 C201104.18 | 2011/04/27 05:29 | 060 | 044 | 038 | 082 | 0454 | 0038 | 0407 | 0528
 C201104.19 | 2011/04/28 21:29 | 062 | 028 | 048 | 076 | 0416 | 0076 | 0340 | 0571
 C201105.01 | 2011/05/02 01:29 | 060 | 016 | 052 | 068 | 0224 | 0000 | 0224 | 0225
 C201105.02 | 2011/05/03 01:29 | 090 | 044 | 068 | 112 | 0229 | 0049 | 0200 | 0350
 C201105.03 | 2011/05/03 19:29 | 076 | 068 | 042 | 110 | 0562 | 0063 | 0454 | 0708
 C201105.04 | 2011/05/04 23:29 | 074 | 060 | 044 | 104 | 0350 | 0051 | 0249 | 0448
 C201105.05 | 2011/05/06 10:49 | 080 | 040 | 060 | 100 | 0313 | 0024 | 0252 | 0347
 C201105.06 | 2011/05/09 22:09 | 071 | 086 | 028 | 114 | 0715 | 0173 | 0376 | 0957
 C201105.07 | 2011/05/11 08:09 | 081 | 074 | 044 | 118 | 0374 | 0060 | 0252 | 0466
 C201105.08 | 2011/05/13 10:09 | 054 | 036 | 036 | 072 | 0290 | 0030 | 0254 | 0361
 C201105.09 | 2011/05/13 21:29 | 099 | 034 | 082 | 116 | 0544 | 0092 | 0448 | 0787
 C201105.10 | 2011/05/15 20:09 | 078 | 020 | 068 | 088 | 0454 | 0124 | 0365 | 0722
 C201105.11 | 2011/05/15 20:09 | 081 | 022 | 070 | 092 | 0409 | 0085 | 0292 | 0571
 C201105.12 | 2011/05/17 10:09 | 061 | 022 | 050 | 072 | 0482 | 0056 | 0397 | 0590
 C201105.13 | 2011/05/18 21:29 | 092 | 072 | 056 | 128 | 0753 | 0123 | 0590 | 1041
 C201105.14 | 2011/05/19 08:09 | 077 | 086 | 034 | 120 | 0491 | 0067 | 0372 | 0621
 C201105.15 | 2011/05/23 06:09 | 060 | 028 | 046 | 074 | 0694 | 0044 | 0632 | 0787
 C201105.16 | 2011/05/24 00:09 | 114 | 012 | 108 | 120 | 0590 | 0033 | 0520 | 0610
 C201105.17 | 2011/05/24 19:29 | 088 | 012 | 082 | 094 | 0668 | 0064 | 0544 | 0737
 C201105.18 | 2011/05/25 07:29 | 101 | 046 | 078 | 124 | 0558 | 0041 | 0459 | 0621
 C201105.19 | 2011/05/25 14:49 | 084 | 040 | 064 | 104 | 0737 | 0205 | 0354 | 1041
 C201105.20 | 2011/05/26 00:09 | 056 | 012 | 050 | 062 | 0393 | 0039 | 0334 | 0437
 C201105.21 | 2011/05/27 22:09 | 085 | 054 | 058 | 112 | 0214 | 0042 | 0155 | 0310
 C201105.22 | 2011/05/29 14:49 | 099 | 086 | 056 | 142 | 0442 | 0048 | 0327 | 0513
 C201106.01 | 2011/06/01 12:09 | 094 | 032 | 078 | 110 | 0357 | 0024 | 0324 | 0407
 C201106.02 | 2011/06/01 22:09 | 088 | 060 | 058 | 118 | 0505 | 0027 | 0442 | 0571
 C201106.03 | 2011/06/02 08:09 | 082 | 076 | 044 | 120 | 0722 | 0191 | 0347 | 0908
 C201106.04 | 2011/06/04 02:09 | 106 | 040 | 086 | 126 | 0421 | 0023 | 0365 | 0466
 C201106.05 | 2011/06/04 10:09 | 085 | 066 | 052 | 118 | 0502 | 0076 | 0389 | 0668
 C201106.06 | 2011/06/05 03:29 | 088 | 100 | 038 | 138 | 0638 | 0253 | 0376 | 1142
 C201106.07 | 2011/06/05 13:29 | 061 | 058 | 032 | 090 | 0340 | 0110 | 0247 | 0621
 C201106.08 | 2011/06/05 18:49 | 088 | 032 | 072 | 104 | 1770 | 1021 | 0228 | 1967
 C201106.09 | 2011/06/06 14:09 | 076 | 028 | 062 | 090 | 0359 | 0030 | 0305 | 0421
 C201106.10 | 2011/06/07 08:09 | 090 | 104 | 038 | 142 | 0769 | 0242 | 0274 | 1180
 C201106.11 | 2011/06/10 16:49 | 097 | 034 | 080 | 114 | 0423 | 0122 | 0239 | 0513
 C201106.12 | 2011/06/10 21:29 | 064 | 036 | 046 | 082 | 0368 | 0028 | 0330 | 0421
 C201106.13 | 2011/06/11 19:29 | 047 | 034 | 030 | 064 | 0389 | 0033 | 0334 | 0421
 C201106.14 | 2011/06/13 01:29 | 090 | 096 | 042 | 138 | 0372 | 0045 | 0316 | 0478
 C201106.15 | 2011/06/14 10:49 | 088 | 104 | 036 | 140 | 0590 | 0086 | 0459 | 0843
 C201106.16 | 2011/06/19 01:29 | 040 | 020 | 030 | 050 | 0361 | 0022 | 0334 | 0402
 C201106.17 | 2011/06/21 03:29 | 073 | 078 | 034 | 112 | 0741 | 0261 | 0361 | 1142
 C201106.18 | 2011/06/22 00:49 | 043 | 018 | 034 | 052 | 0313 | 0014 | 0283 | 0334
 C201106.20 | 2011/06/23 19:29 | 069 | 034 | 052 | 086 | 0290 | 0011 | 0270 | 0313
 C201106.19 | 2011/06/23 19:29 | 084 | 068 | 050 | 118 | 0278 | 0030 | 0225 | 0340
 C201106.21 | 2011/06/25 00:49 | 062 | 012 | 056 | 068 | 0302 | 0024 | 0281 | 0347
 C201106.22 | 2011/06/28 08:49 | 117 | 010 | 112 | 122 | 0470 | 0071 | 0384 | 0600
 C201106.23 | 2011/06/29 06:09 | 122 | 036 | 104 | 140 | 0491 | 0044 | 0431 | 0580
 C201107.01 | 2011/07/01 15:29 | 104 | 032 | 088 | 120 | 0571 | 0103 | 0361 | 0694
 C201107.02 | 2011/07/01 22:09 | 067 | 062 | 036 | 098 | 0253 | 0036 | 0178 | 0324
 C201107.03 | 2011/07/03 02:49 | 093 | 062 | 062 | 124 | 0590 | 0232 | 0186 | 0932
 C201107.04 | 2011/07/03 21:29 | 082 | 020 | 072 | 092 | 0272 | 0024 | 0225 | 0324
 C201107.05 | 2011/07/04 06:49 | 089 | 010 | 084 | 094 | 0287 | 0010 | 0268 | 0300
 C201107.06 | 2011/07/06 12:49 | 092 | 096 | 044 | 140 | 0389 | 0224 | 0300 | 0932
 C201107.07 | 2011/07/08 00:09 | 073 | 030 | 058 | 088 | 0199 | 0020 | 0158 | 0237
 C201107.08 | 2011/07/08 05:29 | 097 | 014 | 090 | 104 | 0292 | 0009 | 0276 | 0305
 C201107.09 | 2011/07/09 02:49 | 088 | 080 | 048 | 128 | 0708 | 0067 | 0580 | 0843
 C201107.10 | 2011/07/10 20:09 | 037 | 026 | 024 | 050 | 0372 | 0036 | 0302 | 0421
 C201107.11 | 2011/07/11 14:09 | 096 | 036 | 078 | 114 | 0416 | 0043 | 0365 | 0513
 C201107.12 | 2011/07/12 08:49 | 077 | 014 | 070 | 084 | 1728 | 0067 | 1686 | 1864
 C201107.13 | 2011/07/13 22:49 | 103 | 022 | 092 | 114 | 0384 | 0024 | 0357 | 0426
 C201107.14 | 2011/07/21 23:29 | 121 | 014 | 114 | 128 | 0335 | 0073 | 0200 | 0376
 C201107.15 | 2011/07/25 03:29 | 051 | 058 | 022 | 080 | 0340 | 0018 | 0302 | 0389
 C201107.16 | 2011/07/27 09:29 | 056 | 052 | 030 | 082 | 0553 | 0134 | 0290 | 0655
 C201107.17 | 2011/07/27 20:09 | 083 | 010 | 078 | 088 | 0701 | 0101 | 0513 | 0804
 C201107.18 | 2011/07/29 02:49 | 105 | 014 | 098 | 112 | 0287 | 0024 | 0264 | 0340
 C201107.19 | 2011/07/29 21:29 | 062 | 016 | 054 | 070 | 0319 | 0112 | 0215 | 0505
 C201107.20 | 2011/07/30 07:29 | 052 | 012 | 046 | 058 | 0319 | 0038 | 0281 | 0389
 C201107.21 | 2011/07/30 14:09 | 066 | 012 | 060 | 072 | 1073 | 0098 | 0957 | 1221
 C201107.22 | 2011/07/31 13:29 | 101 | 010 | 096 | 106 | 0284 | 0014 | 0262 | 0307
 C201108.01 | 2011/07/31 22:09 | 061 | 022 | 050 | 072 | 0393 | 0107 | 0319 | 0643
 C201108.02 | 2011/08/02 08:09 | 082 | 096 | 034 | 130 | 0655 | 0127 | 0478 | 0932
 C201108.03 | 2011/08/03 15:29 | 077 | 106 | 024 | 130 | 0655 | 0251 | 0466 | 1264
 C201108.04 | 2011/08/04 05:29 | 080 | 112 | 024 | 136 | 1090 | 0315 | 0528 | 1686
 C201108.05 | 2011/08/06 06:09 | 073 | 014 | 066 | 080 | 0498 | 0028 | 0448 | 0536
 C201108.06 | 2011/08/06 19:29 | 112 | 032 | 096 | 128 | 0466 | 0038 | 0397 | 0553
 C201108.07 | 2011/08/07 02:49 | 087 | 026 | 074 | 100 | 0482 | 0044 | 0411 | 0571
 C201108.08 | 2011/08/07 14:09 | 088 | 024 | 076 | 100 | 0405 | 0027 | 0365 | 0466
 C201108.09 | 2011/08/07 22:09 | 084 | 044 | 062 | 106 | 0397 | 0064 | 0290 | 0536
 C201108.10 | 2011/08/08 20:09 | 088 | 056 | 060 | 116 | 0932 | 0063 | 0804 | 1073
 C201108.11 | 2011/08/08 20:09 | 093 | 022 | 082 | 104 | 0475 | 0104 | 0324 | 0621
 C201108.12 | 2011/08/09 09:29 | 086 | 092 | 040 | 132 | 1073 | 0035 | 1041 | 1142
 C201108.13 | 2011/08/09 17:29 | 068 | 016 | 060 | 076 | 0316 | 0014 | 0290 | 0327
 C201108.14 | 2011/08/11 13:29 | 084 | 080 | 044 | 124 | 0632 | 0129 | 0421 | 0957
 C201108.15 | 2011/08/12 12:49 | 055 | 066 | 022 | 088 | 0367 | 0035 | 0295 | 0454
 C201108.16 | 2011/08/12 18:49 | 068 | 016 | 060 | 076 | 0193 | 0011 | 0184 | 0219
 C201108.17 | 2011/08/16 19:29 | 031 | 022 | 020 | 042 | 0308 | 0020 | 0292 | 0347
 C201108.18 | 2011/08/25 23:29 | 067 | 014 | 060 | 074 | 0398 | 0039 | 0320 | 0459
 C201108.19 | 2011/08/26 17:29 | 075 | 010 | 070 | 080 | 1770 | 0126 | 1609 | 1967
 C201108.21 | 2011/08/28 13:29 | 077 | 018 | 068 | 086 | 0266 | 0044 | 0222 | 0368
 C201108.20 | 2011/08/28 13:29 | 109 | 014 | 102 | 116 | 0283 | 0088 | 0229 | 0491
 C201108.22 | 2011/08/28 15:29 | 032 | 016 | 024 | 040 | 0448 | 0023 | 0397 | 0466
 C201109.01 | 2011/09/01 05:29 | 053 | 046 | 030 | 076 | 0363 | 0032 | 0300 | 0426
 C201109.02 | 2011/09/02 18:09 | 097 | 038 | 078 | 116 | 0295 | 0020 | 0264 | 0334
 C201109.03 | 2011/09/05 06:09 | 060 | 068 | 026 | 094 | 0498 | 0083 | 0354 | 0643
 C201109.04 | 2011/09/06 07:29 | 075 | 078 | 036 | 114 | 0380 | 0063 | 0281 | 0520
 C201109.05 | 2011/09/07 00:09 | 073 | 094 | 026 | 120 | 0655 | 0064 | 0528 | 0804
 C201109.06 | 2011/09/08 00:09 | 063 | 066 | 030 | 096 | 0580 | 0129 | 0334 | 0753
 C201109.07 | 2011/09/08 12:09 | 043 | 018 | 034 | 052 | 0447 | 0054 | 0372 | 0513
 C201109.08 | 2011/09/08 15:29 | 114 | 040 | 094 | 134 | 0300 | 0008 | 0287 | 0319
 C201109.09 | 2011/09/09 02:49 | 065 | 038 | 046 | 084 | 0600 | 0047 | 0513 | 0681
 C201109.10 | 2011/09/09 13:29 | 086 | 056 | 058 | 114 | 0421 | 0035 | 0340 | 0472
 C201109.11 | 2011/09/09 19:29 | 039 | 034 | 022 | 056 | 0352 | 0009 | 0327 | 0365
 C201109.12 | 2011/09/10 07:29 | 076 | 108 | 022 | 130 | 0643 | 0136 | 0472 | 0932
 C201109.13 | 2011/09/14 03:29 | 084 | 092 | 038 | 130 | 0536 | 0117 | 0354 | 0722
 C201109.14 | 2011/09/15 02:49 | 094 | 068 | 060 | 128 | 0457 | 0031 | 0376 | 0505
 C201109.15 | 2011/09/17 04:09 | 069 | 070 | 034 | 104 | 0498 | 0040 | 0421 | 0562
 C201109.16 | 2011/09/19 10:49 | 085 | 038 | 066 | 104 | 0313 | 0059 | 0209 | 0407
 C201109.17 | 2011/09/19 20:09 | 041 | 014 | 034 | 048 | 0318 | 0037 | 0302 | 0402
 C201109.18 | 2011/09/21 19:29 | 096 | 012 | 090 | 102 | 0270 | 0035 | 0210 | 0307
 C201109.19 | 2011/09/22 02:09 | 095 | 074 | 058 | 132 | 0590 | 0019 | 0528 | 0600
 C201109.20 | 2011/09/22 12:49 | 076 | 096 | 028 | 124 | 0769 | 0115 | 0478 | 1011
 C201109.21 | 2011/09/24 02:09 | 056 | 040 | 036 | 076 | 0448 | 0057 | 0330 | 0528
 C201109.22 | 2011/09/24 14:49 | 078 | 104 | 026 | 130 | 0823 | 0066 | 0722 | 0957
 C201109.23 | 2011/09/24 22:09 | 066 | 056 | 038 | 094 | 0702 | 0139 | 0491 | 1011
 C201109.24 | 2011/09/25 06:09 | 094 | 092 | 048 | 140 | 0513 | 0117 | 0295 | 0737
 C201109.25 | 2011/09/27 06:09 | 086 | 012 | 080 | 092 | 0397 | 0018 | 0389 | 0437
 C201109.26 | 2011/09/28 10:49 | 069 | 014 | 062 | 076 | 0385 | 0041 | 0297 | 0431
 C201109.27 | 2011/09/28 21:29 | 091 | 062 | 060 | 122 | 0411 | 0052 | 0316 | 0536
 C201110.01 | 2011/09/30 03:29 | 101 | 010 | 096 | 106 | 0609 | 0187 | 0485 | 1011
 C201110.03 | 2011/10/01 14:49 | 076 | 084 | 034 | 118 | 0354 | 0082 | 0215 | 0544
 C201110.02 | 2011/10/01 14:49 | 093 | 054 | 066 | 120 | 0297 | 0020 | 0252 | 0350
 C201110.04 | 2011/10/03 07:29 | 066 | 088 | 022 | 110 | 0454 | 0082 | 0350 | 0643
 C201110.05 | 2011/10/05 00:09 | 077 | 098 | 028 | 126 | 0498 | 0069 | 0327 | 0632
 C201110.06 | 2011/10/07 22:49 | 051 | 010 | 046 | 056 | 0343 | 0009 | 0334 | 0361
 C201110.07 | 2011/10/09 04:49 | 091 | 010 | 086 | 096 | 0294 | 0049 | 0249 | 0376
 C201110.08 | 2011/10/10 18:09 | 091 | 010 | 086 | 096 | 0334 | 0027 | 0297 | 0365
 C201110.09 | 2011/10/17 20:09 | 117 | 018 | 108 | 126 | 0248 | 0030 | 0186 | 0258
 C201110.10 | 2011/10/20 08:49 | 095 | 014 | 088 | 102 | 0340 | 0029 | 0285 | 0393
 C201110.11 | 2011/10/22 00:09 | 081 | 118 | 022 | 140 | 0621 | 0136 | 0340 | 0681
 C201110.12 | 2011/10/23 19:29 | 108 | 048 | 084 | 132 | 0262 | 0037 | 0221 | 0361
 C201110.13 | 2011/10/26 15:29 | 079 | 066 | 046 | 112 | 0354 | 0021 | 0327 | 0431
 C201110.14 | 2011/10/27 16:49 | 071 | 058 | 042 | 100 | 0397 | 0028 | 0354 | 0459
 C201110.15 | 2011/10/29 00:09 | 072 | 032 | 056 | 088 | 0466 | 0041 | 0376 | 0520
 C201110.16 | 2011/10/29 19:29 | 094 | 012 | 088 | 100 | 0361 | 0018 | 0327 | 0380
 C201110.17 | 2011/10/30 08:09 | 087 | 010 | 082 | 092 | 0228 | 0046 | 0213 | 0321
 C201110.18 | 2011/10/31 22:09 | 070 | 036 | 052 | 088 | 0513 | 0847 | 0384 | 1967 (dup. C201111.01)
